price,model,energy,gear_box,kilometers,year,zip_code,cylinder,horsepower,origin,firstCirculationDate,technicalControl,firstHand,owners,externalColor,internalColor,doors,seats,length,trunkVolumeRange,ratedHorsePower,pollutionNorm,critAir,co2,picture,page,brand,brand_origin,model_ecoded,externalColor_ecoded,internalColor_ecoded,brand_ecoded,brand_origin_ecoded,energy_ecoded,gear_box_ecoded,origin_ecoded,technicalControl_ecoded,firstHand_ecoded,trunkVolumeRange_ecoded,pollutionNorm_ecoded,co2_ecoded
18000.0,RENAULT MEGANE IV,Diesel,Manuelle,58729.0,2021,54,1.5,115.0,France,05/02/2021,Non requis,Oui,0.0,Gris fonce,DRAP,5.0,5.0,4.36,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285268_STANDARD_1.jpg?version=1683885800,142,RENAULT,France,716.0,366.0,60.0,35.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
22490.0,PEUGEOT 2008 phase 2,Diesel,Manuelle,60809.0,2020,36,1.5,100.0,France,05/08/2020,Non requis,Oui,0.0,Bleu Quasar,Autres,5.0,5.0,4.16,Moyen Coffre,5,EURO6,2,A,https://image-annonce.lacentrale.fr/731x553/E112289538_360EXTERIEUR_0.jpg?version=1683899010,143,PEUGEOT,France,588.0,170.0,33.0,33.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0
34290.0,MERCEDES CLA II,Diesel,Automatique,133176.0,2021,79,2.0,200.0,France,22/06/2021,Non requis,Oui,0.0,Noir,Autres,5.0,5.0,4.68,Grand coffre,7,EURO6,2,C,https://image-annonce.lacentrale.fr/731x553/E112289566_360EXTERIEUR_0.jpg?version=1683882471,143,MERCEDES,Allemagne,422.0,442.0,33.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0
31240.0,PEUGEOT 508 II,Essence,Automatique,68269.0,2019,8,1.6,180.0,France,04/03/2019,Requis,Non,2.0,Noir Perla Nera,Autres,5.0,5.0,4.75,Grand coffre,10,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289517_360EXTERIEUR_0.jpg?version=1683886262,143,PEUGEOT,France,626.0,470.0,33.0,33.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0
14370.0,RENAULT CLIO IV phase 2,Diesel,Manuelle,64414.0,2019,73,1.5,90.0,France,05/09/2019,Non requis,Non,2.0,Blanc,Autres,5.0,5.0,4.06,Grand coffre,4,EURO6,2,A,https://image-annonce.lacentrale.fr/731x553/E112289509_360EXTERIEUR_0.jpg?version=1683898077,143,RENAULT,France,685.0,89.0,33.0,35.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
10480.0,RENAULT TWINGO III,Essence,Manuelle,39997.0,2019,62,1.0,70.0,France,20/05/2019,Requis,Non,2.0,Blanc,Autres,5.0,4.0,3.6,Moyen Coffre,4,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289497_360EXTERIEUR_0.jpg?version=1683898710,143,RENAULT,France,734.0,89.0,33.0,35.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0
17740.0,NISSAN QASHQAI II,Diesel,Manuelle,87153.0,2017,51,1.5,110.0,France,09/12/2017,Requis,Non,2.0,Rouge Toscane,Autres,5.0,5.0,4.38,Moyen Coffre,5,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289545_360EXTERIEUR_0.jpg?version=1683893443,143,NISSAN,Japon,549.0,570.0,33.0,31.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
20310.0,RENAULT CLIO V,Essence,Manuelle,5780.0,2023,62,1.0,90.0,France,10/02/2023,Non requis,Oui,0.0,Gris,Autres,5.0,5.0,4.05,Grand coffre,5,EURO6,1,B,https://image-annonce.lacentrale.fr/731x553/E112289541_360EXTERIEUR_0.jpg?version=1683895270,143,RENAULT,France,686.0,278.0,33.0,35.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
26890.0,RENAULT KADJAR phase 2,Essence,Automatique,34944.0,2020,59,1.3,140.0,France,02/08/2020,Non requis,Oui,0.0,Gris Highland,Autres,5.0,5.0,4.45,Moyen Coffre,7,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289495_360EXTERIEUR_0.jpg?version=1683885026,143,RENAULT,France,696.0,317.0,33.0,35.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0
28300.0,MERCEDES CLASSE A IV,Diesel,Automatique,97173.0,2019,60,1.5,180.0,France,23/02/2019,Requis,Non,2.0,Noir,Autres,5.0,5.0,4.42,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112289489_STANDARD_0.jpg?version=1683880936,143,MERCEDES,Allemagne,432.0,442.0,33.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0
24290.0,OPEL MOKKA II,Essence,Manuelle,23005.0,2023,37,1.2,100.0,France,21/10/2023,Non requis,Oui,0.0,Gris Kontrast métallisé,Autres,5.0,5.0,4.15,Petit coffre,5,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289505_360EXTERIEUR_0.jpg?version=1683881092,143,OPEL,Allemagne,578.0,320.0,33.0,32.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0
36460.0,FORD KUGA III,Hybrides,Automatique,33233.0,2022,59,2.5,190.0,France,21/12/2022,Non requis,Oui,0.0,Magnetic,Autres,5.0,5.0,4.61,Moyen Coffre,8,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289527_360EXTERIEUR_0.jpg?version=1683880642,143,FORD,États-Unis,297.0,406.0,33.0,13.0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0
27480.0,MERCEDES CLASSE B II phase 2,Diesel,Automatique,100810.0,2019,17,2.1,220.0,France,24/11/2019,Non requis,Non,3.0,Noir Cosmos,Autres,5.0,5.0,4.4,Moyen Coffre,9,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289559_360EXTERIEUR_0.jpg?version=1683895270,143,MERCEDES,Allemagne,438.0,448.0,33.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
24970.0,PEUGEOT 3008 II,Diesel,Manuelle,106171.0,2020,86,1.5,130.0,France,21/06/2020,Non requis,Non,2.0,Blanc Banquise (O),Autres,5.0,5.0,4.45,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289490_360EXTERIEUR_0.jpg?version=1683895270,143,PEUGEOT,France,602.0,93.0,33.0,33.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0
24020.0,FORD FOCUS IV,Essence,Manuelle,97284.0,2021,62,1.0,125.0,France,17/06/2021,Non requis,Oui,0.0,Noir Agate,Autres,5.0,5.0,4.38,Moyen Coffre,6,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289549_360EXTERIEUR_0.jpg?version=1683877955,143,FORD,États-Unis,287.0,443.0,33.0,13.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0
11280.0,OPEL MERIVA II phase 2,Diesel,Manuelle,117877.0,2015,94,1.6,136.0,France,29/04/2015,Requis,Non,4.0,Blanc Casablanca,Autres,5.0,5.0,4.3,Moyen Coffre,7,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289506_360EXTERIEUR_0.jpg?version=1683883502,143,OPEL,Allemagne,576.0,100.0,33.0,32.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
47230.0,MERCEDES EQA,Électrique,Automatique,33600.0,2022,60,190.0,250.0,France,25/08/2022,Non requis,Oui,0.0,Blanc digital métallisé,Autres,5.0,5.0,4.46,Petit coffre,6,EURO6,0,A,https://image-annonce.lacentrale.fr/731x553/E112289560_360EXTERIEUR_0.jpg?version=1683881267,144,MERCEDES,Allemagne,476.0,131.0,33.0,25.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
15510.0,PEUGEOT 208 phase 2,Essence,Automatique,138014.0,2016,41,1.2,110.0,France,16/06/2016,Requis,Non,4.0,Ice Grey,Autres,5.0,5.0,3.97,Grand coffre,5,EURO6,1,B,https://image-annonce.lacentrale.fr/480x369/E112289524_STANDARD_0.jpg?version=1683886059,144,PEUGEOT,France,600.0,382.0,33.0,33.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
24300.0,MERCEDES CLASSE A IV,Diesel,Automatique,100001.0,2019,86,1.5,180.0,France,16/03/2019,Requis,Oui,0.0,Gris,Autres,5.0,5.0,4.42,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289543_360EXTERIEUR_0.jpg?version=1683896958,144,MERCEDES,Allemagne,432.0,278.0,33.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0
19790.0,PEUGEOT 308 II phase 2,Essence,Manuelle,61930.0,2019,36,1.2,130.0,France,20/06/2019,Non requis,Non,3.0,Blanc Nacré,Autres,5.0,5.0,4.25,Grand coffre,7,EURO6,1,B,https://image-annonce.lacentrale.fr/731x553/E112289544_360EXTERIEUR_0.jpg?version=1683885800,144,PEUGEOT,France,614.0,119.0,33.0,33.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
17740.0,DS 3 phase 2,Essence,Manuelle,75829.0,2019,8,1.2,130.0,France,11/03/2019,Requis,Non,2.0,Blanc Nacré (N) - Toit Noir Onyx,Autres,3.0,5.0,3.95,Grand coffre,6,EURO6,1,B,https://image-annonce.lacentrale.fr/731x553/E112289575_360EXTERIEUR_0.jpg?version=1683887879,144,DS,France,241.0,121.0,33.0,10.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
13430.0,HYUNDAI I20 II,Essence,Manuelle,64361.0,2019,37,1.2,84.0,France,09/11/2019,Non requis,Non,2.0,Sleek Silver,Autres,5.0,5.0,4.04,Grand coffre,5,EURO6,1,B,https://image-annonce.lacentrale.fr/731x553/E112289504_360EXTERIEUR_0.jpg?version=1683880014,144,HYUNDAI,Corée du Sud,320.0,600.0,33.0,15.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
24270.0,DACIA DUSTER II phase 2,Diesel,Manuelle,15585.0,2023,62,1.5,115.0,France,17/06/2023,Non requis,Oui,0.0,Noire,Autres,5.0,5.0,4.34,Moyen Coffre,6,EURO6,2,C,https://image-annonce.lacentrale.fr/731x553/E112289542_360EXTERIEUR_0.jpg?version=1683896958,144,DACIA,Roumanie,224.0,489.0,33.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0
30140.0,RENAULT KADJAR phase 2,Essence,Manuelle,7767.0,2023,73,1.3,140.0,France,14/11/2023,Non requis,Oui,0.0,Noir Etoilé,Autres,5.0,5.0,4.45,Moyen Coffre,7,EURO6,1,D,https://image-annonce.lacentrale.fr/731x553/E112289508_360EXTERIEUR_0.jpg?version=1683883167,144,RENAULT,France,696.0,451.0,33.0,35.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0
25990.0,BMW X1 F48,Diesel,Automatique,81962.0,2020,59,1.5,116.0,France,08/02/2020,Non requis,Oui,0.0,Glaciersilber metallise,Autres,5.0,5.0,4.44,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289583_360EXTERIEUR_0.jpg?version=1683881092,144,BMW,Allemagne,146.0,276.0,33.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0
26820.0,NISSAN X-TRAIL III phase 2,Diesel,Manuelle,60320.0,2019,59,1.6,130.0,France,15/07/2019,Non requis,Non,2.0,Noir Intense,Autres,5.0,5.0,4.69,Moyen Coffre,7,EURO6,2,C,https://image-annonce.lacentrale.fr/731x553/E112289535_360EXTERIEUR_0.jpg?version=1683881469,144,NISSAN,Japon,554.0,453.0,33.0,31.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0
41180.0,BMW X1 F48 phase 2,Diesel,Automatique,94162.0,2021,13,2.0,190.0,France,08/07/2021,Non requis,Oui,0.0,Storm Bay,Autres,5.0,5.0,4.45,Moyen Coffre,10,EURO6,2,D,https://image-annonce.lacentrale.fr/731x553/E112289573_360EXTERIEUR_0.jpg?version=1683895982,144,BMW,Allemagne,147.0,609.0,33.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0
28160.0,RENAULT KOLEOS II,Diesel,Automatique,84387.0,2019,62,2.0,175.0,France,21/11/2019,Non requis,Non,2.0,Blanc Perle,Autres,5.0,5.0,4.67,Moyen Coffre,10,EURO6,2,D,https://image-annonce.lacentrale.fr/731x553/E112289507_360EXTERIEUR_0.jpg?version=1683896912,144,RENAULT,France,702.0,126.0,33.0,35.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0
26660.0,NISSAN JUKE II,Essence,Manuelle,36097.0,2022,59,1.0,114.0,France,30/11/2022,Non requis,Non,2.0,Rouge Fuji,Autres,5.0,5.0,4.21,Moyen Coffre,6,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289529_360EXTERIEUR_0.jpg?version=1683897177,144,NISSAN,Japon,538.0,553.0,33.0,31.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0
30300.0,MINI III 3P,Essence,Automatique,15387.0,2021,13,1.5,136.0,France,06/11/2021,Non requis,Oui,0.0,Midnight Black,Autres,3.0,4.0,3.82,Moyen Coffre,7,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289572_360EXTERIEUR_0.jpg?version=1683879497,144,MINI,Royaume-Uni,507.0,414.0,33.0,29.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0
26760.0,PEUGEOT 208 II,Essence,Automatique,21228.0,2022,2,1.2,130.0,France,26/01/2023,Non requis,Oui,0.0,Bleu Vertigo,Autres,5.0,5.0,4.05,Grand coffre,7,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289581_360EXTERIEUR_0.jpg?version=1683894918,144,PEUGEOT,France,599.0,177.0,33.0,33.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0
16660.0,DACIA DUSTER II,Diesel,Manuelle,84581.0,2019,54,1.5,110.0,France,01/09/2019,Non requis,Oui,0.0,Orange,Noir,5.0,5.0,4.34,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285286_STANDARD_0.jpg?version=1683888811,145,DACIA,Roumanie,223.0,498.0,112.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
24570.0,RENAULT CLIO V,Essence,Automatique,35586.0,2020,54,1.3,130.0,France,15/04/2020,Non requis,Oui,0.0,Rouge,DRAP,5.0,5.0,4.05,Grand coffre,7,EURO6,1,B,https://image-annonce.lacentrale.fr/480x369/E112285292_STANDARD_0.jpg?version=1683880936,145,RENAULT,France,686.0,544.0,60.0,35.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
23380.0,RENAULT CAPTUR II,Autres,Manuelle,22310.0,2023,54,1.0,100.0,France,21/02/2023,Non requis,Oui,0.0,Gris,DRAP,5.0,5.0,4.23,Moyen Coffre,5,EURO6,1,C,https://image-annonce.lacentrale.fr/480x369/E112285284_STANDARD_0.jpg?version=1683885022,145,RENAULT,France,670.0,278.0,60.0,35.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0
18540.0,RENAULT CLIO V,Diesel,Manuelle,38647.0,2022,54,1.5,101.0,France,24/12/2022,Non requis,Oui,0.0,Gris,Noir,5.0,5.0,4.05,Grand coffre,5,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285291_STANDARD_0.jpg?version=1683887124,145,RENAULT,France,686.0,278.0,112.0,35.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
21200.0,DACIA DUSTER II phase 2,Diesel,Manuelle,37834.0,2021,54,1.5,115.0,France,26/02/2021,Non requis,Oui,0.0,Gris,DRAP,5.0,5.0,4.34,Moyen Coffre,6,EURO6,2,C,https://image-annonce.lacentrale.fr/480x369/E112285270_STANDARD_0.jpg?version=1683881645,145,DACIA,Roumanie,224.0,278.0,60.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0
33860.0,MERCEDES CLASSE A IV,Diesel,Automatique,55725.0,2021,71,1.5,180.0,France,29/10/2021,Non requis,Non,3.0,Gris,Noir,5.0,5.0,4.42,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285365_STANDARD_0.jpg?version=1683877954,145,MERCEDES,Allemagne,432.0,278.0,112.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
14620.0,RENAULT CAPTUR phase 2,Diesel,Manuelle,49394.0,2020,54,1.5,90.0,France,27/12/2020,Non requis,Oui,0.0,Bleu,Noir,5.0,5.0,4.12,Moyen Coffre,5,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285280_STANDARD_0.jpg?version=1683879107,145,RENAULT,France,671.0,136.0,112.0,35.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
24540.0,RENAULT CAPTUR II,Autres,Manuelle,6148.0,2023,54,1.0,100.0,France,14/01/2024,Non requis,Oui,0.0,Gris,Noir,5.0,5.0,4.23,Moyen Coffre,5,EURO6,1,B,https://image-annonce.lacentrale.fr/480x369/E112285287_STANDARD_0.jpg?version=1683880012,145,RENAULT,France,670.0,278.0,112.0,35.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
32140.0,BMW SERIE 1 F40,Diesel,Automatique,61762.0,2020,71,2.0,150.0,France,26/11/2020,Non requis,Non,2.0,Noir,Noir,5.0,5.0,4.32,Grand coffre,7,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285364_STANDARD_0.jpg?version=1683893915,145,BMW,Allemagne,108.0,442.0,112.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
18390.0,DACIA DUSTER II phase 2,Diesel,Manuelle,36699.0,2021,54,1.5,115.0,France,26/06/2021,Non requis,Oui,0.0,Noir,DRAP,5.0,5.0,4.34,Moyen Coffre,6,EURO6,2,C,https://image-annonce.lacentrale.fr/480x369/E112285278_STANDARD_0.jpg?version=1683883165,145,DACIA,Roumanie,224.0,442.0,60.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0
13620.0,RENAULT CLIO IV phase 2,Essence,Manuelle,46795.0,2018,54,0.9,90.0,France,16/01/2019,Requis,Non,2.0,Noir,Noir,5.0,5.0,4.06,Grand coffre,5,EURO6,1,B,https://image-annonce.lacentrale.fr/480x369/E112285285_STANDARD_0.jpg?version=1683883165,145,RENAULT,France,685.0,442.0,112.0,35.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
68300.0,MERCEDES GLE COUPE,Diesel,Automatique,118185.0,2020,71,3.0,350.0,France,26/03/2020,Non requis,Non,3.0,Noir,Noir,5.0,5.0,4.89,Moyen Coffre,17,EURO6,2,F,https://image-annonce.lacentrale.fr/480x369/E112285377_STANDARD_0.jpg?version=1683877184,145,MERCEDES,Allemagne,491.0,442.0,112.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
19680.0,RENAULT CLIO V,Diesel,Manuelle,27931.0,2022,54,1.5,101.0,France,09/09/2022,Non requis,Oui,0.0,Gris,DRAP,5.0,5.0,4.05,Grand coffre,5,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285296_STANDARD_0.jpg?version=1683880936,145,RENAULT,France,686.0,278.0,60.0,35.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
18000.0,RENAULT MEGANE IV,Diesel,Manuelle,58729.0,2021,54,1.5,115.0,France,05/02/2021,Non requis,Oui,0.0,Gris fonce,DRAP,5.0,5.0,4.36,Moyen Coffre,6,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285268_STANDARD_1.jpg?version=1683885800,145,RENAULT,France,716.0,366.0,60.0,35.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
32620.0,PEUGEOT 308 II phase 2,Diesel,Automatique,9332.0,2023,38,1.5,130.0,France,22/11/2023,Non requis,Oui,0.0,Gris,Gris,5.0,5.0,4.25,Grand coffre,7,EURO6,2,B,https://image-annonce.lacentrale.fr/480x369/E112285345_STANDARD_0.jpg?version=1683889512,145,PEUGEOT,France,614.0,278.0,79.0,33.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
11280.0,OPEL MERIVA II phase 2,Diesel,Manuelle,117877.0,2015,94,1.6,136.0,France,29/04/2015,Requis,Non,4.0,Blanc Casablanca,Autres,5.0,5.0,4.3,Moyen Coffre,7,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289506_360EXTERIEUR_0.jpg?version=1683883502,146,OPEL,Allemagne,576.0,100.0,33.0,32.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
31640.0,VOLKSWAGEN T-ROC,Essence,Automatique,37798.0,2022,56,1.5,150.0,France,07/10/2022,Non requis,Non,2.0,bleu,gris,5.0,5.0,4.23,Moyen Coffre,8,EURO6,1,D,https://image-annonce.lacentrale.fr/480x369/E112286928_STANDARD_0.jpg?version=1683880717,146,VOLKSWAGEN,Allemagne,882.0,653.0,209.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0
25970.0,VOLKSWAGEN T-CROSS,Essence,Manuelle,6924.0,2023,86,1.0,110.0,France,27/04/2023,Non requis,Oui,0.0,Orange Energy métallisée,Autres,5.0,5.0,4.11,Moyen Coffre,6,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289568_360EXTERIEUR_0.jpg?version=1683899721,146,VOLKSWAGEN,Allemagne,881.0,502.0,33.0,45.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0
33170.0,RENAULT SCENIC IV,Essence,Automatique,12948.0,2022,62,1.3,140.0,France,17/07/2022,Non requis,Oui,0.0,Noire,Autres,5.0,5.0,4.41,Moyen Coffre,7,EURO6,1,D,https://image-annonce.lacentrale.fr/731x553/E112289536_360EXTERIEUR_0.jpg?version=1683885026,146,RENAULT,France,727.0,489.0,33.0,35.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0
11860.0,RENAULT TWINGO III,Essence,Manuelle,16595.0,2017,76,1.0,70.0,France,22/02/2017,Requis,Non,2.0,Bleu,Noir,5.0,4.0,3.6,Moyen Coffre,4,EURO6,1,B,https://image-annonce.lacentrale.fr/731x553/E112288740_360EXTERIEUR_0.jpg?version=1683877533,146,RENAULT,France,734.0,136.0,112.0,35.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
16880.0,NISSAN QASHQAI II,Diesel,Manuelle,116427.0,2017,77,1.6,130.0,France,07/08/2017,Requis,Oui,0.0,Gris Squale,Autres,5.0,5.0,4.38,Moyen Coffre,7,EURO6,2,B,https://image-annonce.lacentrale.fr/731x553/E112289564_360EXTERIEUR_0.jpg?version=1683896910,146,NISSAN,Japon,549.0,348.0,33.0,31.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0
13160.0,FIAT 500 C II,Essence,Manuelle,84836.0,2015,60,1.2,69.0,France,13/11/2015,Requis,Non,4.0,Coloris Pastel Bossa Nova White,Autres,3.0,4.0,3.55,Petit coffre,4,EURO6,1,B,https://image-annonce.lacentrale.fr/731x553/E112289556_360EXTERIEUR_0.jpg?version=1683880417,146,FIAT,Italie,256.0,203.0,33.0,12.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0
17990.0,RENAULT CAPTUR phase 2,Essence,Manuelle,25694.0,2020,2,1.3,130.0,France,17/06/2020,Non requis,Non,2.0,Bleu Océan/Noir Etoilé,Autres,5.0,5.0,4.12,Moyen Coffre,7,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289561_360EXTERIEUR_0.jpg?version=1683889056,146,RENAULT,France,671.0,166.0,33.0,35.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0
10740.0,BMW X3 E83 phase 2,Diesel,Manuelle,230366.0,2009,92,2.0,177.0,France,24/06/2009,Requis,Non,3.0,noir,gris,5.0,5.0,4.57,Moyen Coffre,10,EURO4,3,E,https://image-annonce.lacentrale.fr/480x369/E112287224_STANDARD_0.jpg?version=1683881537,146,BMW,Allemagne,150.0,712.0,209.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0
29740.0,VOLKSWAGEN GOLF VIII,Essence,Manuelle,37019.0,2023,86,1.0,110.0,France,22/11/2023,Non requis,Oui,0.0,Noir Intense nacrée,Autres,5.0,5.0,4.28,Grand coffre,6,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289558_360EXTERIEUR_0.jpg?version=1683877186,146,VOLKSWAGEN,Allemagne,861.0,455.0,33.0,45.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0
11740.0,DACIA SANDERO II STEPWAY,Diesel,Manuelle,78079.0,2014,62,1.5,90.0,France,07/05/2014,Requis,Oui,0.0,Gris clair,Autres,5.0,5.0,4.08,Grand coffre,5,EURO5,2,B,https://image-annonce.lacentrale.fr/731x553/E112289525_360EXTERIEUR_0.jpg?version=1683889177,146,DACIA,Roumanie,235.0,365.0,33.0,9.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
19180.0,PEUGEOT 208 II,Essence,Manuelle,36702.0,2021,84,1.2,75.0,France,10/04/2021,Non requis,Oui,0.0,Peinture metallisee gris platinium,Autres,5.0,5.0,4.06,Grand coffre,4,EURO6,1,C,https://image-annonce.lacentrale.fr/731x553/E112289554_360EXTERIEUR_0.jpg?version=1683880069,146,PEUGEOT,France,599.0,518.0,33.0,33.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0
33610.0,BMW X1 F48 phase 2,Essence,Automatique,11823.0,2022,57,1.5,136.0,France,11/11/2022,Non requis,Non,0.0,Misano Blau,Autres,5.0,5.0,4.44,Moyen Coffre,7,EURO6,1,D,https://image-annonce.lacentrale.fr/480x369/E112289548_STANDARD_0.jpg?version=1683886692,146,BMW,Allemagne,147.0,420.0,33.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0
23500.0,FORD PUMA II,Essence,Manuelle,36195.0,2021,59,1.0,125.0,France,06/11/2021,Non requis,Oui,0.0,Fashion Gris Magnetic,Autres,5.0,5.0,4.19,Moyen Coffre,6,EURO6,1,A,https://image-annonce.lacentrale.fr/731x553/E112289546_360EXTERIEUR_0.jpg?version=1683882470,146,FORD,États-Unis,303.0,234.0,33.0,13.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0
22780.0,DS 3 CROSSBACK,Essence,Manuelle,79843.0,2020,47,1.2,100.0,France,27/11/2020,Non requis,Oui,0.0,gris clair,gris,5.0,5.0,4.12,Petit coffre,5,EURO6,1,A,https://image-annonce.lacentrale.fr/480x369/E112286036_STANDARD_0.jpg?version=1683880068,146,DS,France,240.0,679.0,209.0,10.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0
