price,model,energy,gear_box,kilometers,year,zip_code,cylinder,horsepower,picture,origin,firstCirculationDate,technicalControl,firstHand,owners,externalColor,internalColor,doors,seats,length,trunkVolumeRange,ratedHorsePower,pollutionNorm,critAir,co2,page
34 130 €,CUPRA FORMENTOR,Essence,Automatique,34 247 km,2022,76 ‌,1.5,150,https://image-annonce.lacentrale.fr/480x369/E112290467_STANDARD_0.jpg?version=1683897367,France,13/05/2022,Non requis,Non,2,Noir,Noir,5,5,4,45 m,Moyen Coffre,8 CV,EURO6,1,D,6
32 070 €,AUDI A6 IV ALLROAD phase 2,Diesel,Automatique,141 501 km,2016,76 ‌,3,320,https://image-annonce.lacentrale.fr/480x369/E112290450_STANDARD_0.jpg?version=1683896956,France,09/07/2016,Requis,Non,2,Gris,Noir,5,5,4,94 m,Moyen Coffre,21 CV,EURO6,2,E,6
27 280 €,PEUGEOT 308 II GTI phase 2,Essence,Manuelle,54 982 km,2017,95 ‌,1.6,270,https://image-annonce.lacentrale.fr/480x369/W102663246_STANDARD_0.jpg?version=1683898296,France,09/11/2017,Requis,Non,1,noir metal,cuir/alcantara noir,5,5,4,25 m,,16 CV,EURO6,1,C,6
51 590 €,MERCEDES GLE COUPE,Diesel,Automatique,117 437 km,2017,76 ‌,3,350,https://image-annonce.lacentrale.fr/480x369/E112290470_STANDARD_0.jpg?version=1683896956,France,04/02/2017,Requis,Non,2,Noir,Noir,5,5,4,89 m,Moyen Coffre,17 CV,EURO6,2,F,6
95 080 €,LAND ROVER DEFENDER 2,Diesel,Manuelle,59 313 km,2003,76 ‌,90,90,https://image-annonce.lacentrale.fr/480x369/E112290451_STANDARD_0.jpg?version=1683896956,Importé,27/11/2003,Requis,Non,,Vert,Marron,5,,,,10 CV,,Euro 1 et avant,G,6
33 370 €,MINI COUNTRYMAN II,Essence,Automatique,57 926 km,2020,76 ‌,2,192,https://image-annonce.lacentrale.fr/480x369/E112290489_STANDARD_0.jpg?version=1683897369,France,17/11/2020,Non requis,Oui,,Gris,Noir,5,5,4,30 m,Moyen Coffre,11 CV,EURO6,1,C,6
79 080 €,ALPINE A110 II,Essence,Automatique,30 420 km,2021,76 ‌,1.8,252,https://image-annonce.lacentrale.fr/480x369/E112290480_STANDARD_0.jpg?version=1683897368,France,20/11/2021,Non requis,Non,,Bleu,Noir,2,2,4,18 m,Petit coffre,15 CV,EURO6,1,E,6
47 060 €,MERCEDES GLC COUPE,Diesel,Automatique,140 099 km,2018,76 ‌,2.1,220,https://image-annonce.lacentrale.fr/480x369/E112290460_STANDARD_0.jpg?version=1683897368,France,22/12/2018,Requis,Non,4,Gris,Noir,5,5,4,73 m,Moyen Coffre,9 CV,EURO6,2,D,6
40 790 €,BMW X2 F39,Diesel,Automatique,78 831 km,2020,76 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112290463_STANDARD_0.jpg?version=1683896957,France,09/01/2021,Non requis,Oui,,Noir,Noir,5,5,4,36 m,Moyen Coffre,8 CV,EURO6,2,B,6
31 960 €,MERCEDES CLASSE C IV SW,Diesel,Automatique,131 039 km,2018,95 ‌,2.1,220,https://image-annonce.lacentrale.fr/480x369/W102663243_STANDARD_0.jpg?version=1683898296,France,13/07/2018,Requis,Non,2,blanc metal,cuir noir,5,5,4,71 m,Moyen Coffre,9 CV,EURO6,2,C,7
64 230 €,MERCEDES CLASSE C IV COUPE AMG phase 2,Essence,Automatique,35 284 km,2019,76 ‌,3,390,https://image-annonce.lacentrale.fr/480x369/E112290456_STANDARD_0.jpg?version=1683897491,France,04/01/2020,Non requis,Non,2,Blanc,Noir,2,4,4,69 m,Moyen Coffre,28 CV,EURO6,1,F,7
61 120 €,HYUNDAI IONIQ V,Électrique,Automatique,16 816 km,2022,76 ‌,218,218,https://image-annonce.lacentrale.fr/480x369/E112290485_STANDARD_0.jpg?version=1683897491,France,05/07/2022,Non requis,Oui,,Blanc,Noir,5,5,4,64 m,Moyen Coffre,4 CV,EURO6,0,A,7
50 770 €,TESLA MODEL 3,Électrique,Automatique,57 135 km,2020,76 ‌,75,490,https://image-annonce.lacentrale.fr/480x369/E112290466_STANDARD_0.jpg?version=1683897491,France,21/10/2020,Non requis,Oui,,Blanc,Beige,5,5,4,69 m,Moyen Coffre,9 CV,EURO6,0,A,7
17 340 €,NISSAN QASHQAI II phase 2,Diesel,Automatique,194 317 km,2019,95 ‌,1.6,130,https://image-annonce.lacentrale.fr/480x369/W102663076_STANDARD_0.jpg?version=1683898297,France,19/01/2020,Non requis,Non,2,gris metal,cuir/tissu noir,5,5,4,39 m,Moyen Coffre,7 CV,EURO6,2,C,7
19 430 €,PEUGEOT 308 II phase 2,Diesel,Manuelle,104 075 km,2018,76 ‌,1.6,120,https://image-annonce.lacentrale.fr/480x369/E112290475_STANDARD_0.jpg?version=1683897368,France,07/05/2018,Requis,Non,2,Gris,Noir,5,5,4,25 m,Grand coffre,6 CV,EURO6,2,A,7
35 590 €,MERCEDES GLC COUPE,Diesel,Automatique,162 733 km,2018,76 ‌,2.1,220,https://image-annonce.lacentrale.fr/480x369/E112290486_STANDARD_0.jpg?version=1683897368,France,15/08/2018,Requis,Oui,,Gris,Bordeaux,5,5,4,73 m,Moyen Coffre,9 CV,EURO6,2,D,7
22 210 €,RENAULT CLIO V,Essence,Manuelle,15 968 km,2023,76 ‌,1.3,140,https://image-annonce.lacentrale.fr/480x369/E112290474_STANDARD_0.jpg?version=1683896956,France,08/05/2023,Non requis,Oui,,Bleu,Noir,5,5,4,05 m,Grand coffre,7 CV,EURO6,1,C,7
13 070 €,FORD FOCUS III phase 2,Diesel,Automatique,169 838 km,2018,07 ‌,1.5,120,https://image-annonce.lacentrale.fr/480x369/E112290437_STANDARD_0.jpg?version=1683896911,France,07/03/2018,Requis,Non,2,NOIR,,5,5,4,36 m,Moyen Coffre,6 CV,EURO6,2,A,7
42 820 €,AUDI S7 SPORTBACK,Essence,Automatique,188 794 km,2014,21 ‌,4,420,https://image-annonce.lacentrale.fr/480x369/W102663197_STANDARD_0.jpg?version=1683894711,France,20/03/2014,Requis,Non,5,gris anthracite metal,alcantara beige,5,4,4,97 m,Grand coffre,31 CV,EURO5,1,F,7
33 570 €,PEUGEOT 308 II phase 2,Diesel,Automatique,27 626 km,2018,33 ‌,2,180,https://image-annonce.lacentrale.fr/480x369/E112290094_STANDARD_0.jpg?version=1683897370,France,19/01/2019,Requis,Non,3,gris clair,,5,5,4,25 m,,9 CV,EURO6,2,C,7
19 090 €,AUDI Q3,Diesel,Manuelle,145 842 km,2013,76 ‌,2,140,https://image-annonce.lacentrale.fr/480x369/E112290473_STANDARD_0.jpg?version=1683896956,France,13/10/2013,Requis,Non,3,Gris,Noir,5,5,4,39 m,Moyen Coffre,8 CV,EURO5,2,C,7
22 980 €,LAND ROVER DISCOVERY SPORT,Diesel,Automatique,212 750 km,2016,21 ‌,2.2,190,https://image-annonce.lacentrale.fr/480x369/W102663277_STANDARD_0.jpg?version=1683898297,France,20/12/2016,Requis,Non,2,gris anthracite verni,cuir noir,5,5,4,59 m,,11 CV,EURO5,2,E,7
18 790 €,MINI III 5P,Essence,Manuelle,30 137 km,2018,91 ‌,1.5,102,https://image-annonce.lacentrale.fr/480x369/E112287147_STANDARD_0.jpg?version=1683894914,France,26/05/2018,Requis,Non,2,blanc,gris,5,5,3,98 m,Grand coffre,5 CV,EURO6,1,B,7
30 040 €,RENAULT CAPTUR II,Hybrides,Automatique,60 914 km,2021,76 ‌,1.6,160,https://image-annonce.lacentrale.fr/480x369/E112290455_STANDARD_0.jpg?version=1683897176,France,28/08/2021,Non requis,Non,2,Blanc,Noir,5,5,4,23 m,Petit coffre,5 CV,EURO6,1,A,7
35 530 €,VOLVO XC40,Essence,Automatique,81 000 km,2020,95 ‌,1.5,163,https://image-annonce.lacentrale.fr/480x369/W102663312_STANDARD_0.jpg?version=1683898297,France,07/07/2020,Non requis,Non,1,noir metal,cuir rouge,5,5,4,43 m,Moyen Coffre,9 CV,EURO6,1,D,7
30 390 €,MERCEDES CLA phase 2,Diesel,Automatique,61 364 km,2018,76 ‌,2.1,200,https://image-annonce.lacentrale.fr/480x369/E112290452_STANDARD_0.jpg?version=1683896956,France,30/10/2018,Requis,Non,2,Gris,Noir,4,5,4,65 m,Grand coffre,7 CV,EURO6,2,B,8
44 260 €,MERCEDES GLC,Hybrides,Automatique,88 824 km,2018,76 ‌,2,350,https://image-annonce.lacentrale.fr/480x369/E112290454_STANDARD_0.jpg?version=1683897175,France,18/09/2018,Requis,Non,3,Gris,Noir,5,5,4,66 m,Moyen Coffre,10 CV,EURO6,1,A,8
40 340 €,FORD KUGA III,Hybrides,Automatique,60 163 km,2021,76 ‌,2.5,225,https://image-annonce.lacentrale.fr/480x369/E112290458_STANDARD_0.jpg?version=1683897492,France,18/02/2021,Non requis,Non,2,Rouge,Noir,5,5,4,61 m,Moyen Coffre,8 CV,EURO6,1,A,8
43 270 €,VOLKSWAGEN TIGUAN II phase 2,Diesel,Automatique,50 644 km,2022,76 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112290484_STANDARD_0.jpg?version=1683897490,France,08/03/2022,Non requis,Oui,,Gris,Noir,5,5,4,51 m,Moyen Coffre,8 CV,EURO6,2,D,8
22 210 €,PEUGEOT 308 II phase 2,Diesel,Automatique,105 773 km,2021,76 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290453_STANDARD_0.jpg?version=1683897368,France,03/09/2021,Non requis,Non,2,Bleu,Noir,5,5,4,25 m,Grand coffre,6 CV,EURO6,2,A,8
54 770 €,BMW X6 F16,Diesel,Automatique,93 373 km,2019,76 ‌,3,258,https://image-annonce.lacentrale.fr/480x369/E112290482_STANDARD_0.jpg?version=1683897367,France,26/10/2019,Non requis,Non,2,Gris,Noir,5,5,4,91 m,Moyen Coffre,16 CV,EURO6,2,E,8
20 440 €,AUDI Q3,Diesel,Automatique,174 981 km,2014,76 ‌,2,177,https://image-annonce.lacentrale.fr/480x369/E112290481_STANDARD_0.jpg?version=1683897368,France,06/03/2014,Requis,Non,2,Noir,Noir,5,5,4,39 m,Moyen Coffre,10 CV,EURO5,2,D,8
12 200 €,RENAULT CLIO IV phase 2,Essence,Manuelle,93 015 km,2017,76 ‌,0.9,90,https://image-annonce.lacentrale.fr/480x369/E112290472_STANDARD_0.jpg?version=1683900196,France,05/12/2017,Requis,Non,2,Beige,Noir,5,5,4,06 m,Grand coffre,5 CV,EURO6,1,B,8
104 900 €,MERCEDES GLE COUPE II,,Automatique,56 444 km,2021,76 ‌,2,350,https://image-annonce.lacentrale.fr/480x369/E112290478_STANDARD_0.jpg?version=1683897369,France,14/08/2021,Non requis,Oui,,Gris,Noir,5,5,4,94 m,,11 CV,EURO6,1,A,8
29 880 €,DS 3 CROSSBACK,Diesel,Automatique,84 936 km,2021,76 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290459_STANDARD_0.jpg?version=1683897368,France,14/07/2021,Non requis,Oui,,Noir,Blanc,5,5,4,12 m,Petit coffre,6 CV,EURO6,2,A,8
24 660 €,CITROEN C4 III,Diesel,Automatique,47 098 km,2021,76 ‌,1.5,131,https://image-annonce.lacentrale.fr/480x369/E112290465_STANDARD_0.jpg?version=1683897369,France,31/07/2021,Non requis,Non,2,Gris,Noir,5,5,4,36 m,Grand coffre,7 CV,EURO6,2,B,8
28 160 €,PEUGEOT 3008 II,Diesel,Automatique,121 995 km,2018,76 ‌,2,180,https://image-annonce.lacentrale.fr/480x369/E112290462_STANDARD_0.jpg?version=1683897370,France,05/09/2018,Requis,Non,3,Gris,Noir,5,5,4,45 m,Moyen Coffre,10 CV,EURO6,2,C,8
24 870 €,AUDI Q5,Diesel,Automatique,175 938 km,2012,76 ‌,2,170,https://image-annonce.lacentrale.fr/480x369/E112290464_STANDARD_0.jpg?version=1683896956,France,03/05/2012,Requis,Non,6,Blanc,Noir,5,5,4,63 m,Moyen Coffre,10 CV,EURO5,2,E,8
48 490 €,MERCEDES GLE COUPE,Diesel,Automatique,128 893 km,2016,76 ‌,3,350,https://image-annonce.lacentrale.fr/480x369/E112290468_STANDARD_0.jpg?version=1683897175,France,22/03/2016,Requis,Non,3,Blanc,Noir,5,5,4,89 m,Moyen Coffre,17 CV,EURO6,2,F,8
33 810 €,RENAULT ARKANA,Hybrides,Automatique,74 686 km,2022,76 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112290477_STANDARD_0.jpg?version=1683897367,France,16/09/2022,Non requis,Oui,,Gris,Noir,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,B,8
18 760 €,KIA SPORTAGE IV,Diesel,Manuelle,147 767 km,2017,76 ‌,2,136,https://image-annonce.lacentrale.fr/480x369/E112290457_STANDARD_0.jpg?version=1683898077,France,15/08/2017,Requis,Non,2,Rouge,Noir,5,5,4,48 m,Moyen Coffre,7 CV,EURO6,2,C,8
22 680 €,FIAT 124 II SPIDER,Essence,Manuelle,74 100 km,2017,24 ‌,1.4,140,https://image-annonce.lacentrale.fr/480x369/W102663465_STANDARD_0.jpg?version=1683901321,France,21/05/2017,Requis,Non,2,blanc verni,tissu noir,2,2,4,06 m,Petit coffre,8 CV,EURO6,1,D,9
14 870 €,RENAULT CLIO V,Diesel,Manuelle,54 250 km,2021,18 ‌,1.5,85,https://image-annonce.lacentrale.fr/480x369/E112290845_STANDARD_0.jpg?version=1683901739,France,09/06/2021,Non requis,Oui,,platine,,5,5,4,05 m,Grand coffre,4 CV,EURO6,2,B,9
11 880 €,CITROEN C4 II,Essence,Manuelle,157 000 km,2016,95 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/W102663449_STANDARD_0.jpg?version=1683902531,France,23/01/2017,Requis,Non,3,gris anthracite metal,tissu gris,5,5,4,33 m,Grand coffre,6 CV,EURO6,1,B,9
18 320 €,RENAULT CLIO V,Diesel,Manuelle,43 038 km,2021,18 ‌,1.5,85,https://image-annonce.lacentrale.fr/480x369/E112290840_STANDARD_0.jpg?version=1683901739,France,30/09/2021,Non requis,Oui,,platine,,5,5,4,05 m,Grand coffre,4 CV,EURO6,2,B,9
33 580 €,MINI COUNTRYMAN phase 2,Essence,Automatique,65 257 km,2017,95 ‌,1.6,190,https://image-annonce.lacentrale.fr/480x369/W102663463_STANDARD_0.jpg?version=1683902532,France,20/12/2017,Requis,Non,,gris foncé metal,cuir noir,5,5,4,11 m,Moyen Coffre,10 CV,EURO6,1,D,9
83 980 €,AUDI RS5 II,Essence,Automatique,68 400 km,2019,67 ‌,2.9,450,https://image-annonce.lacentrale.fr/480x369/W102663345_STANDARD_0.jpg?version=1683900218,Importé,16/11/2019,Non requis,Oui,,noir verni,cuir noir,2,4,4,72 m,Grand coffre,34 CV,EURO6,1,E,9
31 200 €,LAND ROVER DEFENDER II,Diesel,Manuelle,182 627 km,2005,24 ‌,2.5,122,https://image-annonce.lacentrale.fr/480x369/W102663572_STANDARD_0.jpg?version=1683905179,France,16/01/2006,Requis,Non,2,vert verni,tissu gris,3,6,3,88 m,,10 CV,EURO3,4,G,9
13 920 €,MINI MINI II CLUBMAN phase 2,Diesel,Automatique,148 590 km,2013,24 ‌,2,112,https://image-annonce.lacentrale.fr/480x369/W102663573_STANDARD_0.jpg?version=1683905987,France,27/08/2013,Requis,Non,2,gris clair verni,tissu noir,5,5,3,96 m,Moyen Coffre,6 CV,EURO5,2,C,9
17 910 €,RENAULT KADJAR phase 2,Diesel,Manuelle,80 725 km,2021,18 ‌,1.5,115,https://image-annonce.lacentrale.fr/480x369/E112290844_STANDARD_0.jpg?version=1683901940,France,07/01/2022,Non requis,Oui,,gris titanium,noir,5,5,4,45 m,Moyen Coffre,6 CV,EURO6,2,B,9
95 180 €,PORSCHE TAYCAN,Électrique,Automatique,45 796 km,2022,95 ‌,476,476,https://image-annonce.lacentrale.fr/480x369/W102663568_STANDARD_0.jpg?version=1683905059,France,22/03/2022,Non requis,Non,2,gris foncé metal,cuir noir,4,5,4,96 m,Petit coffre,9 CV,EURO6,0,A,9
24 380 €,LEXUS CT phase 3,Hybrides,Automatique,93 086 km,2019,95 ‌,1.8,200,https://image-annonce.lacentrale.fr/480x369/W102663431_STANDARD_0.jpg?version=1683901166,France,28/01/2020,Non requis,Non,2,bleu metal,cuir blanc,5,5,4,35 m,Grand coffre,5 CV,EURO6,1,A,9
42 900 €,PORSCHE 911 TYPE 996,Essence,Manuelle,60 500 km,2000,21 ‌,3.4,300,https://image-annonce.lacentrale.fr/480x369/W102663398_STANDARD_0.jpg?version=1683905057,France,02/03/2000,Requis,Non,6,gris verni,cuir noir,2,4,4,43 m,Petit coffre,22 CV,EURO2,3,G,9
22 450 €,OPEL GRANDLAND X,Essence,Automatique,61 465 km,2020,27 ‌,1.2,2020,https://image-annonce.lacentrale.fr/480x369/W102663542_STANDARD_0.jpg?version=1683905059,France,12/11/2020,Non requis,Non,2,gris anthracite metal,cuir/tissu gris/bleu,5,5,4,48 m,Moyen Coffre,7 CV,EURO6,1,B,9
19 530 €,VOLKSWAGEN GOLF VII phase 2,Diesel,Manuelle,107 114 km,2018,77 ‌,1.6,115,https://image-annonce.lacentrale.fr/480x369/W102663655_STANDARD_0.jpg?version=1683907437,Importé,15/06/2018,Requis,Oui,,bleu metal,tissu gris,5,5,4,26 m,Grand coffre,6 CV,EURO6,2,B,9
65 620 €,BMW X5 G05,Hybrides,Automatique,130 200 km,2020,92 ‌,3,394,https://image-annonce.lacentrale.fr/480x369/W102663162_STANDARD_0.jpg?version=1683902532,France,23/01/2021,Non requis,Oui,,bleu marine metal,cuir noir,5,5,4,92 m,Moyen Coffre,15 CV,EURO6,1,A,9
44 440 €,JAGUAR E-PACE,Essence,Automatique,28 080 km,2020,95 ‌,2,200,https://image-annonce.lacentrale.fr/480x369/W102663153_STANDARD_0.jpg?version=1683907483,France,05/02/2020,Non requis,Oui,,noir metal,cuir noir,5,5,4,39 m,Moyen Coffre,13 CV,EURO6,1,E,9
13 920 €,MINI MINI II CLUBMAN phase 2,Diesel,Automatique,148 590 km,2013,24 ‌,2,112,https://image-annonce.lacentrale.fr/480x369/W102663573_STANDARD_0.jpg?version=1683905987,France,27/08/2013,Requis,Non,2,gris clair verni,tissu noir,5,5,3,96 m,Moyen Coffre,6 CV,EURO5,2,C,10
31 200 €,LAND ROVER DEFENDER II,Diesel,Manuelle,182 627 km,2005,24 ‌,2.5,122,https://image-annonce.lacentrale.fr/480x369/W102663572_STANDARD_0.jpg?version=1683905179,France,16/01/2006,Requis,Non,2,vert verni,tissu gris,3,6,3,88 m,,10 CV,EURO3,4,G,10
41 120 €,PEUGEOT 3008 II phase 2,Diesel,Automatique,5 937 km,2023,85 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112285021_STANDARD_0.jpg?version=1683876754,France,05/03/2023,Non requis,Non,,Noir,Noir,5,5,4,45 m,Moyen Coffre,7 CV,EURO6,2,C,10
37 930 €,BMW SERIE 3 G20,Diesel,Automatique,29 291 km,2021,38 ‌,2,318,https://image-annonce.lacentrale.fr/480x369/E112285892_STANDARD_0.jpg?version=1683895749,France,08/06/2021,Non requis,Non,,Mineralgrau,,4,5,4,71 m,Grand coffre,8 CV,EURO6,2,C,10
33 460 €,BMW SERIE 1 F40,Diesel,Automatique,45 179 km,2021,38 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112285902_STANDARD_0.jpg?version=1683885206,France,24/05/2021,Non requis,Oui,,Saphirschwarz,,5,5,4,32 m,Grand coffre,7 CV,EURO6,2,,10
36 580 €,BMW X5 F15,Diesel,Automatique,175 469 km,2016,95 ‌,2,231,https://image-annonce.lacentrale.fr/480x369/W102663620_STANDARD_0.jpg?version=1683907827,France,29/05/2016,Requis,Non,5,gris anthracite metal,cuir blanc,5,5,4,89 m,Moyen Coffre,13 CV,EURO6,2,D,10
31 770 €,PEUGEOT E-2008 II,Électrique,Automatique,12 922 km,2021,17 ‌,50,136,https://image-annonce.lacentrale.fr/480x369/E112291348_STANDARD_0.jpg?version=1683917586,France,01/06/2021,Non requis,Oui,,ROUGE ELIXIR,A DEFINIR,5,5,4,30 m,Moyen Coffre,4 CV,EURO6,0,A,10
30 490 €,VOLKSWAGEN TIGUAN II,Diesel,Automatique,88 586 km,2017,13 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112285664_STANDARD_0.jpg?version=1683880936,France,24/09/2017,Requis,Non,3,gris foncé,,5,5,4,49 m,Moyen Coffre,8 CV,EURO6,2,D,10
19 420 €,KIA STONIC,Essence,Automatique,39 672 km,2020,30 ‌,1,120,https://image-annonce.lacentrale.fr/480x369/E112285722_STANDARD_0.jpg?version=1683888772,France,16/06/2020,Non requis,Oui,,noir,noir,5,5,4,14 m,Petit coffre,6 CV,EURO6,1,B,10
44 440 €,JAGUAR E-PACE,Essence,Automatique,28 080 km,2020,95 ‌,2,200,https://image-annonce.lacentrale.fr/480x369/W102663153_STANDARD_0.jpg?version=1683907483,France,05/02/2020,Non requis,Oui,,noir metal,cuir noir,5,5,4,39 m,Moyen Coffre,13 CV,EURO6,1,E,10
16 480 €,CITROEN C3 III phase 2,Diesel,Manuelle,58 427 km,2021,85 ‌,1.5,102,https://image-annonce.lacentrale.fr/480x369/E112285010_STANDARD_0.jpg?version=1683888322,France,15/02/2021,Non requis,Oui,,Blanc,Noir,5,5,4 m,Grand coffre,5 CV,EURO6,2,B,10
18 430 €,CITROEN C3 III phase 2,Essence,Manuelle,20 232 km,2021,13 ‌,1.2,83,https://image-annonce.lacentrale.fr/480x369/E112285653_STANDARD_0.jpg?version=1683898407,France,07/05/2021,Non requis,Oui,,blanc,gris,5,5,4 m,Grand coffre,4 CV,EURO6,1,C,10
42 940 €,AUDI TT III phase 2,Essence,Automatique,27 708 km,2020,11 ‌,2,197,https://image-annonce.lacentrale.fr/480x369/E112285089_STANDARD_0.jpg?version=1683889052,France,25/09/2020,Non requis,Oui,,Blanc,Noir,3,4,4,18 m,Moyen Coffre,11 CV,EURO6,1,C,10
42 880 €,VOLKSWAGEN T-ROC CABRIOLET phase 2,Essence,Automatique,17 706 km,2023,11 ‌,1.5,150,https://image-annonce.lacentrale.fr/480x369/E112285094_STANDARD_0.jpg?version=1683883163,France,07/12/2023,Non requis,Oui,,Pure White,Titanium Black-Flint Gray/Titanium Black/Black,5,4,4,27 m,Moyen Coffre,8 CV,EURO6,1,D,10
29 100 €,KIA SPORTAGE IV phase 2,Diesel,Manuelle,40 955 km,2022,85 ‌,1.6,115,https://image-annonce.lacentrale.fr/480x369/E112285012_STANDARD_0.jpg?version=1683882699,France,28/12/2022,Non requis,Non,,Deluxe White,Noir,5,5,4,49 m,Moyen Coffre,6 CV,EURO6,2,C,10
19 840 €,PEUGEOT PARTNER III FOURGON,Diesel,Manuelle,98 925 km,2020,17 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112291353_STANDARD_0.jpg?version=1683917584,France,16/07/2020,Non requis,Oui,,Blanc Banquise,A DEFINIR,5,3,4,40 m,,5 CV,EURO6,2,B,10
19 420 €,KIA STONIC,Essence,Automatique,39 672 km,2020,30 ‌,1,120,https://image-annonce.lacentrale.fr/480x369/E112285722_STANDARD_0.jpg?version=1683888772,France,16/06/2020,Non requis,Oui,,noir,noir,5,5,4,14 m,Petit coffre,6 CV,EURO6,1,B,11
16 480 €,CITROEN C3 III phase 2,Diesel,Manuelle,58 427 km,2021,85 ‌,1.5,102,https://image-annonce.lacentrale.fr/480x369/E112285010_STANDARD_0.jpg?version=1683888322,France,15/02/2021,Non requis,Oui,,Blanc,Noir,5,5,4 m,Grand coffre,5 CV,EURO6,2,B,11
37 930 €,BMW SERIE 3 G20,Diesel,Automatique,29 291 km,2021,38 ‌,2,318,https://image-annonce.lacentrale.fr/480x369/E112285892_STANDARD_0.jpg?version=1683895749,France,08/06/2021,Non requis,Non,,Mineralgrau,,4,5,4,71 m,Grand coffre,8 CV,EURO6,2,C,11
33 460 €,BMW SERIE 1 F40,Diesel,Automatique,45 179 km,2021,38 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112285902_STANDARD_0.jpg?version=1683885206,France,24/05/2021,Non requis,Oui,,Saphirschwarz,,5,5,4,32 m,Grand coffre,7 CV,EURO6,2,,11
42 940 €,AUDI TT III phase 2,Essence,Automatique,27 708 km,2020,11 ‌,2,197,https://image-annonce.lacentrale.fr/480x369/E112285089_STANDARD_0.jpg?version=1683889052,France,25/09/2020,Non requis,Oui,,Blanc,Noir,3,4,4,18 m,Moyen Coffre,11 CV,EURO6,1,C,11
31 520 €,MERCEDES GLA phase 2,Diesel,Automatique,64 673 km,2020,87 ‌,2.1,200,https://image-annonce.lacentrale.fr/480x369/E112285706_STANDARD_0.jpg?version=1683899921,France,31/10/2020,Non requis,Oui,,Gris montagne,,5,5,4,42 m,Moyen Coffre,7 CV,EURO6,2,D,11
291 270 €,FERRARI F12 BERLINETTA,Essence,Automatique,37 092 km,2013,68 ‌,6.3,741,https://image-annonce.lacentrale.fr/480x369/E112286158_STANDARD_0.jpg?version=1683884947,France,05/12/2013,Requis,Non,,rouge,marron,3,2,4,62 m,Moyen Coffre,72 CV,EURO5,1,G,11
39 200 €,PORSCHE PANAMERA,Diesel,Automatique,74 943 km,2012,51 ‌,3,250,https://image-annonce.lacentrale.fr/480x369/E112286035_STANDARD_0.jpg?version=1683895343,France,21/04/2012,Requis,Non,2,gris foncé,,5,4,4,97 m,Moyen Coffre,15 CV,EURO5,2,E,11
21 380 €,BMW SERIE 5 F10 phase 2,Diesel,Automatique,140 170 km,2016,45 ‌,2,520,https://image-annonce.lacentrale.fr/480x369/E112285952_STANDARD_0.jpg?version=1683893440,France,15/10/2016,Requis,Non,2,gris anthracite,,4,5,4,91 m,Grand coffre,10 CV,EURO6,2,C,11
29 050 €,PEUGEOT 308 II SW phase 2,Diesel,Automatique,16 623 km,2022,84 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112285182_STANDARD_0.jpg?version=1683897829,France,01/11/2022,Non requis,Non,2,Bleu,Noir,5,5,4,59 m,Grand coffre,7 CV,EURO6,2,C,11
28 110 €,BMW SERIE 3 F31 TOURING phase 2,Diesel,Automatique,134 809 km,2019,51 ‌,2,320,https://image-annonce.lacentrale.fr/480x369/E112286033_STANDARD_0.jpg?version=1683883500,France,28/03/2019,Requis,Non,,noir,,5,5,4,63 m,Moyen Coffre,10 CV,EURO6,2,C,11
30 480 €,FORD RANGER 2,Diesel,Manuelle,45 051 km,2013,51 ‌,2.2,150,https://image-annonce.lacentrale.fr/480x369/E112286030_STANDARD_0.jpg?version=1683889512,Importé,11/08/2013,Requis,Non,,gris,,4,,,,7 CV,,Euro 1 et avant,F,11
46 380 €,VOLKSWAGEN T-ROC CABRIOLET phase 2,Essence,Automatique,6 960 km,2023,64 ‌,1.5,150,https://image-annonce.lacentrale.fr/480x369/E112285184_STANDARD_0.jpg?version=1683882868,France,22/12/2023,Non requis,Oui,,Bleu,Titanschwarz-Flintgrau/Titanschwarz/ Schwarz,5,4,4,27 m,Moyen Coffre,8 CV,EURO6,1,D,11
41 120 €,PEUGEOT 3008 II phase 2,Diesel,Automatique,5 937 km,2023,85 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112285021_STANDARD_0.jpg?version=1683876754,France,05/03/2023,Non requis,Non,,Noir,Noir,5,5,4,45 m,Moyen Coffre,7 CV,EURO6,2,C,11
29 100 €,KIA SPORTAGE IV phase 2,Diesel,Manuelle,40 955 km,2022,85 ‌,1.6,115,https://image-annonce.lacentrale.fr/480x369/E112285012_STANDARD_0.jpg?version=1683882699,France,28/12/2022,Non requis,Non,,Deluxe White,Noir,5,5,4,49 m,Moyen Coffre,6 CV,EURO6,2,C,11
