model,annee,mise_en_circulation,kilometrage,energie,boite,nb_portes,nb_places,premiere_main,puissance,departement
185.0,2022,2022,11,2.0,2.0,5,5,0.0,125.0,27
463.0,2022,2022,938,2.0,1.0,5,5,1.0,300.0,92
465.0,2018,2018,90191,0.0,2.0,5,5,1.0,115.0,33
157.0,2017,2017,76540,0.0,2.0,3,5,0.0,99.0,35
402.0,2022,2022,12,2.0,1.0,5,5,0.0,140.0,35
296.0,2018,2018,147620,0.0,1.0,4,5,0.0,163.0,24
27.0,2018,2018,30580,0.0,1.0,5,5,1.0,272.0,35
153.0,2020,2020,14814,2.0,2.0,5,5,1.0,73.0,24
169.0,2020,2020,58958,2.0,2.0,3,4,0.0,85.0,34
1.0,2019,2019,28448,2.0,1.0,3,4,0.0,180.0,92
386.0,2016,2016,80938,2.0,1.0,5,5,0.0,340.0,33
183.0,2019,2019,37440,2.0,1.0,2,3,1.0,655.0,67
112.0,2018,2018,46767,2.0,1.0,2,3,1.0,221.25,67
346.0,2021,2021,24,2.0,2.0,5,5,1.0,101.0,72
456.0,2013,2013,100580,2.0,2.0,3,5,1.0,80.0,59
343.0,2022,2022,20689,2.0,1.0,5,5,0.0,155.0,24
156.0,2022,2022,21,2.0,1.0,4,3,1.0,702.0,67
343.0,2020,2020,12223,0.0,1.0,5,5,1.0,130.0,11
214.0,2017,2018,138021,0.0,1.0,5,5,0.0,300.0,6
354.0,2022,2022,6328,2.0,2.0,5,5,0.0,130.0,33
126.0,2019,2019,27608,2.0,2.0,5,5,1.0,82.0,69
350.0,2019,2019,61478,0.0,2.0,5,5,0.0,130.0,74
69.0,2022,2022,10941,2.0,1.0,5,5,0.0,136.0,78
315.0,2020,2021,26991,2.0,2.0,5,5,0.0,117.0,24
127.0,2020,2020,81755,0.0,2.0,5,5,1.0,102.0,47
341.0,2015,2015,123087,2.0,1.0,5,5,1.0,120.0,11
461.0,2018,2018,67980,2.0,1.0,5,5,1.0,245.0,57
47.0,2016,2016,58200,2.0,1.0,5,3,1.0,367.0,25
344.0,2009,2009,142980,2.0,2.0,2,4,0.0,120.0,72
104.0,2020,2020,33250,0.0,1.0,5,5,0.0,265.0,66
161.0,2019,2019,24304,2.0,1.0,5,5,1.0,224.0,11
255.0,2019,2020,39632,2.0,2.0,2,2,1.0,184.0,71
125.0,2017,2017,66577,0.0,2.0,5,5,1.0,75.0,33
253.0,2007,2007,97377,2.0,2.0,2,3,1.0,160.0,71
475.0,2022,2023,10998,0.0,1.0,5,5,1.0,150.0,69
402.0,2019,2019,43517,2.0,1.0,5,5,1.0,131.0,47
144.0,2018,2018,118264,0.0,2.0,4,3,1.0,95.0,24
273.0,2019,2019,84984,0.0,1.0,5,5,0.0,194.0,94
413.0,2016,2016,124505,0.0,2.0,5,5,0.0,110.0,72
265.0,2018,2018,77025,0.0,1.0,5,5,1.0,109.0,69
346.0,2022,2022,11029,0.0,2.0,5,5,1.0,100.0,40
284.0,2017,2017,130900,0.0,1.0,5,5,0.0,136.0,24
456.0,2020,2020,48000,2.0,1.0,5,5,0.0,131.0,76
190.0,2016,2016,90266,2.0,2.0,5,5,0.0,160.0,78
472.0,2022,2023,13888,2.0,1.0,5,5,1.0,150.0,25
294.0,2014,2014,106763,2.0,1.0,2,2,0.0,184.0,94
342.0,2019,2019,50717,2.0,2.0,5,5,1.0,110.0,82
229.0,2019,2019,63769,0.0,2.0,5,2,1.0,90.0,26
68.0,2019,2019,70915,2.0,1.0,3,5,0.0,95.0,94
420.0,2020,2020,6826,1.0,1.0,5,5,0.0,108.0,31
386.0,2019,2019,62880,2.0,1.0,5,5,0.0,440.0,66
305.0,2019,2019,43313,0.0,1.0,3,4,0.0,170.0,31
456.0,2016,2016,81740,2.0,2.0,5,5,0.0,125.0,25
467.0,2020,2020,42126,2.0,2.0,5,5,1.0,80.0,47
421.0,2019,2019,48281,2.0,2.0,5,5,0.0,95.0,30
93.0,2018,2018,107445,0.0,1.0,4,5,0.0,265.0,44
320.0,2018,2018,96137,0.0,2.0,5,5,1.0,130.0,31
134.0,2020,2020,83039,2.0,1.0,5,5,1.0,110.0,35
333.0,2021,2021,29,0.0,1.0,5,5,1.0,122.0,42
422.0,2018,2018,77688,2.0,1.0,5,5,1.0,150.0,31
135.0,2018,2018,105722,0.0,2.0,5,5,1.0,99.0,47
408.0,2021,2022,18419,0.0,2.0,5,5,0.0,115.0,94
350.0,2018,2018,25915,2.0,2.0,5,5,0.0,130.0,51
127.0,2020,2021,17738,2.0,2.0,5,5,0.0,110.0,11
343.0,2022,2022,11,2.0,1.0,5,5,0.0,130.0,81
180.0,2020,2020,56128,0.0,2.0,5,5,1.0,120.0,78
394.0,2020,2020,34291,2.0,2.0,5,5,0.0,100.0,77
402.0,2021,2021,37816,0.0,2.0,5,5,0.0,150.0,33
465.0,2020,2021,23521,2.0,2.0,5,5,0.0,130.0,31
93.0,2020,2020,67014,0.0,1.0,4,5,0.0,190.0,17
392.0,2020,2020,57511,2.0,2.0,5,5,0.0,90.0,69
240.0,2018,2018,173228,0.0,1.0,5,5,1.0,306.0,95
22.0,2020,2020,34720,2.0,1.0,5,5,1.0,116.0,74
275.0,2022,2022,11235,0.0,1.0,5,5,1.0,200.0,38
350.0,2022,2022,8478,2.0,2.0,5,5,0.0,130.0,13
467.0,2015,2015,128526,0.0,2.0,5,5,0.0,90.0,94
67.0,2019,2019,26515,2.0,2.0,5,5,0.0,109.0,76
124.0,2020,2020,45260,2.0,2.0,5,4,0.0,72.0,47
126.0,2020,2020,42958,0.0,2.0,5,5,0.0,102.0,47
402.0,2019,2019,61310,0.0,1.0,5,5,1.0,110.0,24
185.0,2022,2022,11,2.0,2.0,5,5,0.0,155.0,69
320.0,2017,2017,51648,0.0,2.0,5,5,1.0,130.0,57
350.0,2019,2020,69205,0.0,2.0,5,5,0.0,130.0,94
101.0,2021,2021,29702,0.0,1.0,5,5,0.0,150.0,81
439.0,2021,2021,1940,2.0,2.0,5,4,0.0,83.0,31
266.0,2017,2017,139268,0.0,1.0,5,5,0.0,136.0,72
357.0,2009,2009,186820,0.0,2.0,5,5,0.0,109.0,84
218.0,2004,2004,148941,2.0,1.0,4,5,1.0,304.0,28
416.0,2019,2019,146135,0.0,2.0,4,3,1.0,120.0,24
321.0,2019,2019,32462,2.0,2.0,3,4,1.0,87.0,26
372.0,2018,2018,89271,2.0,1.0,2,4,0.0,450.0,27
135.0,2018,2019,144950,0.0,1.0,5,5,1.0,120.0,35
38.0,2015,2016,155598,0.0,2.0,5,5,1.0,140.0,55
84.0,2018,2019,136880,0.0,2.0,5,3,1.0,136.0,59
152.0,2017,2017,88061,2.0,2.0,5,5,0.0,73.0,66
402.0,2018,2018,65572,2.0,1.0,5,5,0.0,131.0,24
111.0,2020,2020,10452,2.0,1.0,2,2,0.0,340.0,31
467.0,2022,2022,7400,2.0,1.0,5,5,0.0,115.0,17
398.0,2017,2017,72386,0.0,2.0,5,2,1.0,90.0,35
360.0,2019,2019,110694,0.0,1.0,5,7,1.0,131.0,35
377.0,2006,2007,124976,2.0,1.0,2,4,0.0,355.0,33
475.0,2018,2018,139851,0.0,2.0,5,5,0.0,150.0,24
38.0,2016,2016,62620,2.0,1.0,5,3,0.0,152.84375,92
265.0,2014,2014,115800,0.0,1.0,5,5,0.0,177.0,74
301.0,2013,2014,101244,0.0,1.0,3,4,0.0,112.0,33
342.0,2020,2020,36448,0.0,2.0,5,5,0.0,100.0,94
192.0,2014,2014,39974,2.0,2.0,3,3,1.0,444.0,67
40.0,2021,2021,25446,0.0,1.0,5,5,1.0,163.0,1
394.0,2022,2022,12,2.0,1.0,5,5,0.0,90.0,78
366.0,2018,2018,26893,1.0,1.0,3,2,0.0,72.5,33
9.0,2018,2018,19360,2.0,1.0,2,4,0.0,601.0,75
214.0,2017,2017,48097,0.0,1.0,5,2,0.0,180.0,38
319.0,2015,2015,113283,2.0,1.0,5,5,0.0,115.0,74
407.0,2022,2022,1,0.0,2.0,4,3,1.0,150.0,42
168.0,2020,2020,101794,0.0,2.0,5,5,0.0,120.0,40
153.0,2018,2018,32818,2.0,2.0,5,5,0.0,73.0,47
467.0,2022,2022,12,2.0,2.0,5,5,0.0,95.0,69
300.0,2019,2019,33966,2.0,2.0,5,5,1.0,102.0,31
49.0,2019,2019,67276,2.0,1.0,5,5,0.0,450.0,66
157.0,2017,2017,116792,0.0,1.0,5,5,0.0,181.0,11
40.0,2019,2019,48991,0.0,1.0,5,5,1.0,190.0,30
79.0,2014,2014,106038,0.0,2.0,2,4,0.0,245.0,44
354.0,2019,2019,110221,0.0,1.0,5,5,1.0,150.0,69
354.0,2022,2022,6148,2.0,2.0,5,5,0.0,110.0,33
476.0,2022,2022,11600,0.0,1.0,5,7,1.0,150.0,1
252.0,2000,2000,123170,2.0,2.0,2,3,0.0,90.0,77
478.0,2017,2017,64323,0.0,1.0,5,5,1.0,263.0,57
121.0,2022,2022,7137,0.0,2.0,5,5,0.0,102.0,31
394.0,2020,2020,59335,0.0,2.0,5,5,1.0,85.0,31
127.0,2020,2020,16138,2.0,2.0,5,5,0.0,131.0,47
325.0,2019,2019,29224,2.0,0.0,5,3,0.0,118.0,26
341.0,2017,2017,52639,0.0,2.0,5,5,1.0,100.0,24
408.0,2019,2019,63879,2.0,2.0,5,5,1.0,116.0,33
75.0,2018,2018,91488,0.0,1.0,5,7,1.0,190.0,57
386.0,2018,2018,38812,2.0,1.0,5,5,0.0,340.0,69
350.0,2021,2022,33542,0.0,1.0,5,5,0.0,130.0,82
145.0,2020,2020,40111,0.0,2.0,4,9,1.0,120.0,24
38.0,2018,2018,79518,0.0,1.0,5,5,1.0,190.0,14
356.0,2012,2012,167339,0.0,2.0,2,4,0.0,140.0,28
14.0,2021,2021,2209,2.0,2.0,5,5,1.0,95.0,57
342.0,2018,2018,42719,0.0,2.0,5,5,0.0,120.0,72
34.0,2019,2019,79502,2.0,1.0,5,5,0.0,190.0,94
68.0,2019,2019,60062,0.0,1.0,3,5,0.0,190.0,81
298.0,2019,2019,36297,2.0,1.0,2,2,1.0,476.0,66
159.0,2021,2021,9234,2.0,1.0,5,5,1.0,155.0,39
330.0,2021,2021,19215,0.0,1.0,5,5,1.0,131.0,27
134.0,2021,2022,14686,2.0,2.0,5,5,0.0,110.0,47
94.0,2018,2018,74276,0.0,1.0,5,5,1.0,190.0,57
346.0,2020,2020,49519,0.0,2.0,5,5,1.0,100.0,35
408.0,2022,2022,12,0.0,2.0,5,5,0.0,115.0,38
40.0,2020,2020,67724,0.0,1.0,5,5,1.0,190.0,31
342.0,2018,2018,112597,0.0,2.0,5,5,0.0,100.0,24
53.0,2018,2018,53675,2.0,1.0,4,5,0.0,310.0,69
379.0,2013,2013,78883,2.0,2.0,2,2,0.0,265.0,71
123.0,2018,2018,17351,1.0,1.0,5,4,0.0,67.0,84
392.0,2016,2016,123726,0.0,1.0,5,5,0.0,90.0,24
394.0,2022,2022,12,2.0,1.0,5,5,0.0,90.0,82
136.0,2019,2019,76224,0.0,2.0,5,5,0.0,120.0,30
64.0,2020,2020,30230,1.0,1.0,5,4,1.0,170.0,31
135.0,2018,2018,106861,0.0,2.0,5,5,0.0,120.0,24
241.0,2021,2021,33499,0.0,1.0,5,5,0.0,240.0,60
408.0,2017,2017,68256,0.0,2.0,5,5,0.0,110.0,24
456.0,2022,2022,108,2.0,1.0,5,5,0.0,150.0,29
244.0,2019,2019,19775,2.0,1.0,5,5,1.0,430.0,66
363.0,2019,2019,83640,0.0,2.0,4,3,1.0,131.0,35
160.0,2018,2018,65182,2.0,2.0,5,5,1.0,131.0,13
127.0,2020,2020,52593,0.0,2.0,5,5,1.0,102.0,47
427.0,2022,2022,8851,2.0,1.0,5,5,1.0,95.0,17
361.0,2020,2020,33877,0.0,1.0,5,5,1.0,131.0,72
486.0,2020,2020,49513,0.0,1.0,5,5,1.0,190.0,78
38.0,2022,2022,21600,2.0,1.0,5,5,1.0,150.0,1
394.0,2018,2018,49020,0.0,2.0,5,5,1.0,90.0,69
267.0,2022,2022,31178,0.0,1.0,4,5,0.0,160.0,95
101.0,2019,2019,87511,0.0,1.0,5,5,1.0,190.0,31
126.0,2022,2023,17927,2.0,2.0,5,2,1.0,83.0,47
408.0,2022,2022,12,0.0,1.0,5,5,1.0,115.0,55
475.0,2019,2020,60741,0.0,1.0,5,5,1.0,150.0,24
330.0,2020,2020,32675,2.0,1.0,5,5,1.0,131.0,7
413.0,2019,2019,32678,0.0,2.0,5,5,0.0,130.0,66
312.0,2019,2019,65749,0.0,2.0,5,5,1.0,110.0,78
394.0,2022,2022,125,2.0,2.0,5,5,0.0,90.0,29
456.0,2016,2016,88215,2.0,1.0,5,5,0.0,110.0,33
347.0,2019,2019,53844,0.0,2.0,5,2,1.0,102.0,69
189.0,2019,2019,131679,0.0,2.0,5,5,1.0,150.0,69
5.0,2018,2018,97603,0.0,2.0,5,5,0.0,150.0,26
350.0,2022,2022,2590,0.0,1.0,5,5,0.0,130.0,31
487.0,2017,2017,80715,0.0,1.0,5,5,0.0,190.0,51
346.0,2021,2021,24285,2.0,2.0,5,5,0.0,75.0,33
306.0,2018,2018,65886,0.0,1.0,5,5,1.0,116.0,24
350.0,2020,2020,52250,2.0,2.0,5,5,0.0,130.0,33
214.0,2018,2018,46358,0.0,1.0,5,5,1.0,180.0,38
154.0,2022,2022,12876,2.0,1.0,5,5,1.0,90.0,66
354.0,2017,2017,125738,0.0,2.0,5,5,0.0,100.0,66
272.0,2020,2020,36922,0.0,1.0,2,4,0.0,194.0,38
332.0,2018,2018,97001,0.0,2.0,5,5,1.0,136.0,26
124.0,2022,2022,4551,2.0,2.0,5,4,1.0,72.0,13
350.0,2019,2019,84210,0.0,2.0,5,5,1.0,130.0,38
394.0,2017,2017,137313,0.0,2.0,5,5,0.0,90.0,24
217.0,2020,2020,23997,0.0,1.0,4,3,0.0,160.0,14
376.0,2014,2014,61094,2.0,1.0,2,4,0.0,560.0,69
344.0,2013,2013,175080,2.0,2.0,2,4,0.0,120.0,33
92.0,2014,2015,131639,0.0,1.0,4,5,1.0,381.0,51
194.0,2017,2017,35520,2.0,2.0,3,3,1.0,533.0,67
144.0,2019,2019,239251,0.0,2.0,4,3,1.0,122.0,36
394.0,2022,2022,13,0.0,2.0,5,5,0.0,101.0,31
126.0,2019,2019,50588,0.0,2.0,5,5,0.0,99.0,40
310.0,2014,2014,63063,2.0,1.0,2,2,0.0,328.0,77
390.0,2022,2022,4398,1.0,1.0,4,4,1.0,530.0,69
339.0,2021,2021,14508,2.0,2.0,5,4,1.0,72.0,24
22.0,2018,2018,126429,0.0,2.0,5,5,1.0,116.0,57
168.0,2022,2022,6,2.0,2.0,5,5,1.0,120.0,30
281.0,2018,2018,78868,0.0,1.0,5,5,1.0,194.0,57
354.0,2019,2019,164578,0.0,2.0,5,5,1.0,102.0,69
327.0,2021,2021,8800,1.0,1.0,5,5,1.0,78.0,84
174.0,2016,2016,98280,0.0,2.0,4,3,1.0,131.0,24
94.0,2019,2019,115388,0.0,1.0,5,5,1.0,265.0,78
350.0,2020,2020,65805,0.0,1.0,5,5,1.0,130.0,40
80.0,2018,2018,74228,0.0,1.0,4,5,0.0,116.0,94
394.0,2019,2020,43581,0.0,2.0,5,5,0.0,75.0,66
156.0,2022,2022,21,2.0,1.0,4,3,1.0,401.0,67
354.0,2022,2022,6758,0.0,2.0,5,5,0.0,130.0,35
341.0,2020,2020,21226,2.0,1.0,5,5,0.0,110.0,61
348.0,2010,2010,144300,2.0,2.0,5,5,0.0,120.0,95
22.0,2018,2018,82620,0.0,1.0,5,5,1.0,110.0,24
393.0,2022,2022,4815,2.0,1.0,5,5,1.0,140.0,31
342.0,2019,2019,27822,0.0,2.0,5,5,1.0,102.0,24
398.0,2018,2018,110179,0.0,2.0,5,2,1.0,75.0,69
8.0,2020,2020,106501,0.0,1.0,5,5,0.0,190.0,78
392.0,2018,2018,104741,0.0,2.0,5,5,1.0,90.0,78
132.0,2022,2022,1,2.0,2.0,5,5,1.0,131.0,42
456.0,2022,2023,62,0.0,1.0,5,5,1.0,200.0,92
351.0,2017,2018,129402,0.0,2.0,5,5,0.0,120.0,47
67.0,2019,2019,84567,0.0,1.0,5,5,1.0,116.0,69
32.0,2021,2021,24184,0.0,1.0,5,5,0.0,190.0,94
185.0,2020,2020,49433,0.0,2.0,5,5,1.0,120.0,38
72.0,2019,2019,37145,0.0,1.0,2,4,1.0,112.0,78
393.0,2022,2022,12,2.0,2.0,5,5,0.0,90.0,35
353.0,2018,2018,140841,2.0,2.0,5,5,1.0,270.0,63
380.0,2002,2002,81754,2.0,1.0,2,2,0.0,252.0,44
168.0,2022,2022,11,2.0,2.0,5,5,1.0,120.0,34
256.0,2017,2017,49145,2.0,2.0,2,2,0.0,160.0,71
186.0,2018,2018,43530,2.0,2.0,5,5,0.0,250.0,69
445.0,2019,2019,31011,2.0,2.0,5,5,0.0,116.0,47
124.0,2020,2020,43420,2.0,2.0,5,4,0.0,72.0,13
436.0,2017,2017,47500,2.0,2.0,5,4,0.0,71.0,24
350.0,2019,2019,63231,2.0,2.0,5,5,0.0,130.0,33
309.0,2021,2021,2310,2.0,1.0,3,2,1.0,306.0,61
341.0,2015,2015,127212,2.0,2.0,3,5,0.0,120.0,80
145.0,2020,2020,25145,0.0,2.0,4,9,0.0,120.0,72
251.0,2022,2022,9920,0.0,2.0,5,5,1.0,150.0,82
15.0,2021,2021,15240,2.0,1.0,5,5,1.0,110.0,31
126.0,2020,2020,23252,2.0,2.0,5,5,0.0,110.0,13
341.0,2019,2019,26875,2.0,2.0,5,5,1.0,110.0,11
22.0,2017,2018,52668,2.0,1.0,5,5,1.0,115.0,26
422.0,2021,2021,6250,0.0,1.0,5,5,0.0,150.0,69
402.0,2020,2020,32844,0.0,2.0,5,5,1.0,115.0,31
345.0,2014,2014,100440,2.0,2.0,5,5,0.0,75.0,66
329.0,2021,2021,27150,0.0,1.0,5,5,0.0,120.0,72
3.0,2018,2018,49242,2.0,1.0,4,5,0.0,280.0,34
319.0,2019,2020,27843,2.0,2.0,5,5,0.0,116.0,72
69.0,2022,2023,6738,2.0,1.0,5,5,0.0,136.0,34
126.0,2020,2020,46570,2.0,2.0,5,5,0.0,110.0,47
328.0,2022,2022,18,0.0,2.0,5,5,1.0,110.0,55
456.0,2022,2022,13987,0.0,1.0,5,5,1.0,200.0,42
241.0,2022,2022,9990,0.0,1.0,5,5,1.0,241.0,60
27.0,2022,2022,25155,0.0,1.0,5,5,1.0,163.0,1
260.0,2020,2020,39100,2.0,1.0,5,5,1.0,306.0,74
192.0,2011,2011,29128,2.0,2.0,2,4,0.0,540.0,95
379.0,2013,2013,115330,2.0,1.0,2,2,0.0,265.0,74
327.0,2020,2020,12310,2.0,2.0,5,5,1.0,101.0,69
152.0,2015,2016,111384,0.0,2.0,5,5,0.0,75.0,66
486.0,2019,2019,82500,0.0,1.0,5,5,0.0,190.0,2
300.0,2019,2019,35113,2.0,2.0,5,5,0.0,102.0,84
265.0,2020,2020,100473,0.0,1.0,5,5,1.0,116.0,78
360.0,2020,2020,29241,0.0,1.0,5,7,1.0,180.0,69
350.0,2021,2021,12313,0.0,1.0,5,5,0.0,130.0,33
459.0,2013,2013,94873,0.0,1.0,2,4,1.0,140.0,55
425.0,2020,2020,41256,0.0,2.0,5,5,1.0,115.0,78
184.0,2010,2010,76678,2.0,2.0,3,5,0.0,60.0,80
126.0,2021,2021,9860,2.0,2.0,5,5,1.0,83.0,13
266.0,2017,2017,106953,0.0,1.0,5,5,0.0,109.0,28
475.0,2019,2019,58231,0.0,1.0,5,5,1.0,150.0,24
100.0,2019,2019,60878,0.0,1.0,5,5,0.0,150.0,67
130.0,2016,2016,163674,0.0,2.0,5,5,0.0,120.0,47
337.0,2022,2022,3,2.0,1.0,5,5,1.0,131.0,72
127.0,2020,2020,65608,2.0,2.0,5,5,0.0,110.0,47
40.0,2018,2018,85940,0.0,1.0,5,5,1.0,190.0,69
456.0,2019,2019,31866,0.0,1.0,5,5,1.0,116.0,78
296.0,2021,2021,77299,0.0,1.0,5,3,1.0,190.0,30
341.0,2020,2020,83976,2.0,2.0,5,5,0.0,82.0,35
74.0,2019,2019,81635,0.0,2.0,5,5,0.0,150.0,66
265.0,2020,2020,19127,2.0,1.0,5,5,0.0,163.0,94
477.0,2009,2009,171720,0.0,1.0,5,5,0.0,239.0,28
343.0,2022,2022,11,0.0,1.0,5,5,1.0,130.0,78
147.0,2019,2019,57050,2.0,2.0,5,5,1.0,125.0,87
157.0,2018,2018,115745,0.0,2.0,3,5,1.0,99.0,24
124.0,2019,2019,10243,2.0,2.0,5,4,1.0,72.0,84
54.0,2018,2018,111845,2.0,1.0,5,5,0.0,354.0,95
393.0,2022,2022,1,2.0,2.0,5,5,1.0,140.0,42
408.0,2020,2020,53898,0.0,2.0,5,5,1.0,115.0,78
394.0,2020,2020,34691,0.0,2.0,5,5,1.0,115.0,24
159.0,2022,2022,7130,2.0,1.0,5,5,1.0,130.0,30
25.0,2014,2014,95779,0.0,1.0,5,5,1.0,143.0,55
382.0,2015,2015,148676,0.0,1.0,5,5,1.0,245.0,57
189.0,2019,2019,49123,2.0,2.0,5,5,0.0,120.0,42
152.0,2018,2018,91180,2.0,2.0,5,5,0.0,90.0,66
327.0,2019,2019,36797,2.0,2.0,5,5,1.0,90.0,27
443.0,2020,2020,21480,1.0,1.0,5,5,1.0,772.0,31
351.0,2019,2020,139881,0.0,1.0,5,5,1.0,120.0,35
203.0,2022,2022,12300,2.0,2.0,5,5,1.0,84.0,24
402.0,2019,2019,49324,0.0,2.0,5,5,1.0,110.0,24
193.0,2017,2017,43585,2.0,1.0,2,4,0.0,421.0,67
287.0,2021,2021,6944,0.0,1.0,5,5,1.0,194.0,66
329.0,2022,2022,1,2.0,2.0,5,5,1.0,110.0,7
134.0,2020,2021,27951,2.0,1.0,5,5,1.0,110.0,35
331.0,2015,2015,125998,0.0,2.0,5,5,0.0,120.0,94
24.0,2011,2011,150444,2.0,1.0,4,5,1.0,265.0,95
230.0,2018,2018,85970,0.0,2.0,5,5,0.0,115.0,33
82.0,2020,2021,78080,0.0,1.0,4,5,1.0,190.0,59
147.0,2014,2015,87904,0.0,2.0,5,5,0.0,110.0,94
438.0,2013,2013,165850,0.0,2.0,5,5,0.0,150.0,24
342.0,2017,2017,46785,2.0,2.0,5,5,0.0,110.0,16
119.0,2019,2019,45554,0.0,2.0,3,3,1.0,100.0,24
308.0,2019,2019,53987,0.0,1.0,5,5,1.0,190.0,69
265.0,2012,2012,196125,0.0,1.0,5,5,0.0,109.0,74
126.0,2019,2020,20667,2.0,2.0,5,5,0.0,110.0,84
366.0,2017,2017,128818,0.0,2.0,4,3,0.0,100.0,71
211.0,2019,2019,117920,0.0,1.0,5,5,1.0,141.0,52
343.0,2022,2022,12,0.0,1.0,5,5,1.0,130.0,78
177.0,2022,2022,12,2.0,2.0,5,5,0.0,85.0,34
144.0,2019,2019,111165,0.0,2.0,4,3,1.0,116.0,33
99.0,2014,2014,128800,0.0,2.0,5,5,0.0,143.0,24
137.0,2022,2022,13,0.0,1.0,5,5,1.0,131.0,69
307.0,2017,2018,123691,0.0,1.0,2,4,1.0,116.0,57
169.0,2019,2019,32376,2.0,2.0,3,2,0.0,69.0,33
471.0,2022,2022,11246,2.0,2.0,5,5,1.0,110.0,1
126.0,2020,2020,47093,2.0,2.0,5,5,1.0,82.0,33
22.0,2019,2019,61315,0.0,2.0,5,5,0.0,116.0,64
205.0,2020,2020,127946,0.0,2.0,5,5,1.0,115.0,66
284.0,2018,2018,131843,0.0,1.0,5,5,1.0,204.0,24
104.0,2019,2019,90008,0.0,1.0,5,5,0.0,265.0,76
365.0,2019,2019,66471,0.0,1.0,4,3,1.0,174.0,13
350.0,2020,2020,70428,0.0,1.0,5,5,1.0,131.0,35
349.0,2013,2013,154550,0.0,2.0,5,5,0.0,112.0,78
250.0,2022,2022,17,2.0,2.0,5,5,1.0,122.0,87
346.0,2022,2022,5507,2.0,2.0,5,5,0.0,100.0,13
253.0,2011,2011,88530,2.0,2.0,2,2,1.0,160.0,71
372.0,2006,2006,127440,2.0,2.0,2,4,0.0,355.0,24
28.0,2020,2020,24200,0.0,1.0,2,4,1.0,231.0,63
86.0,2016,2016,79343,0.0,1.0,2,4,0.0,184.0,51
157.0,2018,2018,79135,0.0,1.0,5,5,1.0,181.0,38
62.0,2017,2017,65880,2.0,1.0,2,2,1.0,310.0,74
157.0,2016,2016,141250,2.0,2.0,5,5,0.0,131.0,84
193.0,2017,2017,51886,2.0,1.0,2,4,0.0,421.0,6
372.0,2020,2020,20034,2.0,1.0,2,4,1.0,450.0,27
346.0,2022,2022,9490,2.0,2.0,5,5,0.0,100.0,66
475.0,2019,2020,48251,0.0,1.0,5,5,0.0,150.0,24
125.0,2017,2017,112749,0.0,2.0,5,5,1.0,75.0,35
346.0,2021,2021,25651,2.0,2.0,5,5,1.0,101.0,72
441.0,2018,2018,75516,2.0,2.0,5,5,0.0,140.0,74
342.0,2020,2020,65058,0.0,2.0,5,5,1.0,100.0,24
126.0,2022,2022,6924,2.0,2.0,5,5,0.0,83.0,47
144.0,2020,2020,115660,0.0,1.0,4,6,1.0,177.0,47
157.0,2019,2019,49998,0.0,2.0,5,5,0.0,150.0,24
351.0,2018,2018,67628,0.0,2.0,5,5,1.0,150.0,68
155.0,2013,2013,77125,2.0,1.0,2,3,0.0,425.0,67
342.0,2020,2020,31609,0.0,2.0,5,5,0.0,100.0,94
22.0,2020,2020,11920,2.0,2.0,5,5,0.0,150.0,17
80.0,2014,2014,177666,0.0,2.0,4,5,0.0,116.0,95
166.0,2017,2017,44588,2.0,2.0,2,2,1.0,140.0,71
208.0,2012,2012,138818,0.0,2.0,5,5,0.0,116.0,11
41.0,2022,2022,10350,0.0,1.0,5,5,1.0,204.0,1
346.0,2021,2021,33640,2.0,2.0,5,5,0.0,100.0,33
394.0,2022,2022,11,2.0,2.0,5,5,0.0,88.40384615384616,35
265.0,2020,2020,23751,0.0,1.0,5,5,0.0,116.0,95
393.0,2022,2022,122,2.0,2.0,5,5,0.0,91.0,29
168.0,2019,2019,35254,2.0,2.0,5,5,1.0,105.0,24
251.0,2022,2022,1170,0.0,1.0,5,5,1.0,184.0,71
408.0,2021,2021,27709,0.0,1.0,5,5,0.0,115.0,60
182.0,2016,2016,82320,2.0,2.0,5,5,0.0,50.0,63
126.0,2022,2022,12257,2.0,2.0,5,5,1.0,83.0,24
38.0,2019,2020,61270,0.0,2.0,5,5,0.0,116.0,24
127.0,2020,2020,71794,0.0,2.0,5,5,1.0,102.0,24
38.0,2018,2018,105788,0.0,1.0,5,5,1.0,190.0,57
38.0,2018,2018,76263,0.0,1.0,5,5,0.0,150.0,95
424.0,2012,2013,97684,0.0,2.0,5,5,1.0,140.0,55
386.0,2020,2020,20500,2.0,1.0,5,5,0.0,354.0,67
325.0,2019,2020,42117,2.0,2.0,5,5,0.0,150.0,84
13.0,2013,2013,116981,0.0,2.0,3,4,1.0,105.0,55
57.0,2003,2003,211894,2.0,2.0,2,4,0.0,180.0,95
407.0,2022,2022,1,0.0,2.0,4,3,1.0,150.0,42
456.0,2018,2018,87350,0.0,1.0,5,5,1.0,150.0,69
346.0,2022,2022,10146,2.0,2.0,5,5,1.0,101.0,34
475.0,2019,2019,71870,0.0,1.0,5,5,1.0,150.0,24
285.0,2022,2022,19875,2.0,1.0,5,5,0.0,75.0,60
181.0,2019,2019,72000,0.0,1.0,5,5,0.0,120.0,7
37.0,2016,2016,177858,0.0,1.0,5,5,1.0,272.0,57
85.0,2014,2014,80013,2.0,2.0,2,4,0.0,184.0,6
230.0,2020,2020,47300,0.0,1.0,5,5,0.0,185.0,33
